nvertices group nembeddings relcost
1 laststep 4589876 1.0
2 laststep 43968798 0.90547773195
3 laststep 1708451321 0.972362892563
4 laststep 218909854429 0.992037726192
1 prevsteps 0 0.0
2 prevsteps 4589876 0.0945222680504
3 prevsteps 48558674 0.0276371074372
4 prevsteps 1757009995 0.00796227380847
