breakdown step partitionid runtime
InitialComputation 1 198 821
WorkStealingComputation 1 198 350
InitialComputation 1 199 1036
WorkStealingComputation 1 199 340
InitialComputation 1 200 1183
WorkStealingComputation 1 200 48
InitialComputation 1 201 1004
WorkStealingComputation 1 201 141
InitialComputation 1 202 804
WorkStealingComputation 1 202 307
InitialComputation 1 203 809
WorkStealingComputation 1 203 337
InitialComputation 1 204 920
WorkStealingComputation 1 204 102
InitialComputation 1 205 1005
WorkStealingComputation 1 205 68
InitialComputation 1 206 803
WorkStealingComputation 1 206 277
InitialComputation 1 207 1142
WorkStealingComputation 1 207 27
InitialComputation 1 208 894
WorkStealingComputation 1 208 277
InitialComputation 1 209 946
WorkStealingComputation 1 209 432
InitialComputation 1 210 1133
WorkStealingComputation 1 210 100
InitialComputation 1 211 950
WorkStealingComputation 1 211 197
InitialComputation 1 212 936
WorkStealingComputation 1 212 167
InitialComputation 1 213 936
WorkStealingComputation 1 213 209
InitialComputation 1 214 847
WorkStealingComputation 1 214 176
InitialComputation 1 215 1031
WorkStealingComputation 1 215 42
InitialComputation 1 216 854
WorkStealingComputation 1 216 225
InitialComputation 1 217 715
WorkStealingComputation 1 217 481
InitialComputation 1 218 683
WorkStealingComputation 1 218 491
InitialComputation 1 219 798
WorkStealingComputation 1 219 580
InitialComputation 1 220 1024
WorkStealingComputation 1 220 213
InitialComputation 1 221 1106
WorkStealingComputation 1 221 39
InitialComputation 1 222 575
WorkStealingComputation 1 222 542
InitialComputation 1 223 1056
WorkStealingComputation 1 223 86
InitialComputation 1 224 1008
WorkStealingComputation 1 224 0
InitialComputation 1 225 958
WorkStealingComputation 1 225 118
InitialComputation 1 226 893
WorkStealingComputation 1 226 182
InitialComputation 1 227 989
WorkStealingComputation 1 227 198
InitialComputation 1 228 941
WorkStealingComputation 1 228 229
InitialComputation 1 229 1189
WorkStealingComputation 1 229 185
InitialComputation 1 230 974
WorkStealingComputation 1 230 265
InitialComputation 1 231 1074
WorkStealingComputation 1 231 71
InitialComputation 1 232 957
WorkStealingComputation 1 232 145
InitialComputation 1 233 1021
WorkStealingComputation 1 233 122
InitialComputation 1 234 817
WorkStealingComputation 1 234 212
InitialComputation 1 235 721
WorkStealingComputation 1 235 368
InitialComputation 1 236 959
WorkStealingComputation 1 236 111
InitialComputation 1 237 1124
WorkStealingComputation 1 237 55
InitialComputation 1 238 1050
WorkStealingComputation 1 238 116
InitialComputation 1 239 1081
WorkStealingComputation 1 239 293
InitialComputation 1 240 1157
WorkStealingComputation 1 240 74
InitialComputation 1 241 1136
WorkStealingComputation 1 241 0
InitialComputation 1 242 853
WorkStealingComputation 1 242 253
InitialComputation 1 243 708
WorkStealingComputation 1 243 438
InitialComputation 1 244 663
WorkStealingComputation 1 244 369
InitialComputation 1 245 1066
WorkStealingComputation 1 245 1
InitialComputation 1 246 924
WorkStealingComputation 1 246 151
InitialComputation 1 247 1136
WorkStealingComputation 1 247 31
InitialComputation 1 248 969
WorkStealingComputation 1 248 199
InitialComputation 1 249 1133
WorkStealingComputation 1 249 228
InitialComputation 1 250 846
WorkStealingComputation 1 250 397
InitialComputation 1 251 1107
WorkStealingComputation 1 251 35
InitialComputation 1 252 979
WorkStealingComputation 1 252 120
InitialComputation 1 253 961
WorkStealingComputation 1 253 184
InitialComputation 1 254 776
WorkStealingComputation 1 254 253
InitialComputation 1 255 924
WorkStealingComputation 1 255 154
InitialComputation 1 256 934
WorkStealingComputation 1 256 138
InitialComputation 1 257 1070
WorkStealingComputation 1 257 104
InitialComputation 1 258 1023
WorkStealingComputation 1 258 144
InitialComputation 1 259 1197
WorkStealingComputation 1 259 175
InitialComputation 1 260 885
WorkStealingComputation 1 260 358
InitialComputation 1 261 1002
WorkStealingComputation 1 261 138
InitialComputation 1 262 890
WorkStealingComputation 1 262 210
InitialComputation 1 263 639
WorkStealingComputation 1 263 509
InitialComputation 1 264 750
WorkStealingComputation 1 264 281
InitialComputation 1 265 895
WorkStealingComputation 1 265 182
InitialComputation 1 266 878
WorkStealingComputation 1 266 195
InitialComputation 1 267 1000
WorkStealingComputation 1 267 179
InitialComputation 1 268 737
WorkStealingComputation 1 268 435
InitialComputation 1 269 1100
WorkStealingComputation 1 269 270
InitialComputation 1 270 747
WorkStealingComputation 1 270 496
InitialComputation 1 271 883
WorkStealingComputation 1 271 259
InitialComputation 1 272 715
WorkStealingComputation 1 272 356
InitialComputation 1 273 714
WorkStealingComputation 1 273 430
InitialComputation 1 274 643
WorkStealingComputation 1 274 386
InitialComputation 1 275 703
WorkStealingComputation 1 275 384
InitialComputation 1 276 615
WorkStealingComputation 1 276 454
InitialComputation 1 277 756
WorkStealingComputation 1 277 421
InitialComputation 1 278 623
WorkStealingComputation 1 278 549
InitialComputation 1 279 812
WorkStealingComputation 1 279 554
InitialComputation 2 0 104
WorkStealingComputation 2 0 4727
InitialComputation 2 1 121
WorkStealingComputation 2 1 4417
InitialComputation 2 2 254
WorkStealingComputation 2 2 4575
InitialComputation 2 3 126
WorkStealingComputation 2 3 4699
InitialComputation 2 4 115
WorkStealingComputation 2 4 4567
InitialComputation 2 5 103
WorkStealingComputation 2 5 4875
InitialComputation 2 6 213
WorkStealingComputation 2 6 4899
InitialComputation 2 7 74
WorkStealingComputation 2 7 4785
InitialComputation 2 8 108
WorkStealingComputation 2 8 4888
InitialComputation 2 9 133
WorkStealingComputation 2 9 4740
InitialComputation 2 10 109
WorkStealingComputation 2 10 4677
InitialComputation 2 11 96
WorkStealingComputation 2 11 4395
InitialComputation 2 12 229
WorkStealingComputation 2 12 4575
InitialComputation 2 13 94
WorkStealingComputation 2 13 4695
InitialComputation 2 14 107
WorkStealingComputation 2 14 4529
InitialComputation 2 15 110
WorkStealingComputation 2 15 4873
InitialComputation 2 16 251
WorkStealingComputation 2 16 4897
InitialComputation 2 17 97
WorkStealingComputation 2 17 4793
InitialComputation 2 18 135
WorkStealingComputation 2 18 4876
InitialComputation 2 19 67
WorkStealingComputation 2 19 4766
InitialComputation 2 20 74
WorkStealingComputation 2 20 4716
InitialComputation 2 21 97
WorkStealingComputation 2 21 4400
InitialComputation 2 22 220
WorkStealingComputation 2 22 4571
InitialComputation 2 23 151
WorkStealingComputation 2 23 4709
InitialComputation 2 24 81
WorkStealingComputation 2 24 4554
InitialComputation 2 25 95
WorkStealingComputation 2 25 4885
InitialComputation 2 26 218
WorkStealingComputation 2 26 4897
InitialComputation 2 27 48
WorkStealingComputation 2 27 4806
InitialComputation 2 28 139
WorkStealingComputation 2 28 4855
InitialComputation 2 29 58
WorkStealingComputation 2 29 4765
InitialComputation 2 30 86
WorkStealingComputation 2 30 4707
InitialComputation 2 31 85
WorkStealingComputation 2 31 4412
InitialComputation 2 32 207
WorkStealingComputation 2 32 4573
InitialComputation 2 33 106
WorkStealingComputation 2 33 4694
InitialComputation 2 34 99
WorkStealingComputation 2 34 4546
InitialComputation 2 35 95
WorkStealingComputation 2 35 4889
InitialComputation 2 36 237
WorkStealingComputation 2 36 4889
InitialComputation 2 37 80
WorkStealingComputation 2 37 4778
InitialComputation 2 38 119
WorkStealingComputation 2 38 4875
InitialComputation 2 39 74
WorkStealingComputation 2 39 4763
InitialComputation 2 40 95
WorkStealingComputation 2 40 4696
InitialComputation 2 41 97
WorkStealingComputation 2 41 4399
InitialComputation 2 42 225
WorkStealingComputation 2 42 4566
InitialComputation 2 43 122
WorkStealingComputation 2 43 4688
InitialComputation 2 44 102
WorkStealingComputation 2 44 4542
InitialComputation 2 45 155
WorkStealingComputation 2 45 4829
InitialComputation 2 46 232
WorkStealingComputation 2 46 4886
InitialComputation 2 47 86
WorkStealingComputation 2 47 4775
InitialComputation 2 48 120
WorkStealingComputation 2 48 4874
InitialComputation 2 49 66
WorkStealingComputation 2 49 4752
InitialComputation 2 50 91
WorkStealingComputation 2 50 4699
InitialComputation 2 51 114
WorkStealingComputation 2 51 4398
InitialComputation 2 52 193
WorkStealingComputation 2 52 4578
InitialComputation 2 53 117
WorkStealingComputation 2 53 4695
InitialComputation 2 54 115
WorkStealingComputation 2 54 4555
InitialComputation 2 55 98
WorkStealingComputation 2 55 4885
InitialComputation 2 56 196
WorkStealingComputation 2 56 4904
InitialComputation 2 57 77
WorkStealingComputation 2 57 4783
InitialComputation 2 58 110
WorkStealingComputation 2 58 4881
InitialComputation 2 59 104
WorkStealingComputation 2 59 4734
InitialComputation 2 60 87
WorkStealingComputation 2 60 4704
InitialComputation 2 61 92
WorkStealingComputation 2 61 4410
InitialComputation 2 62 141
WorkStealingComputation 2 62 4629
InitialComputation 2 63 117
WorkStealingComputation 2 63 4701
InitialComputation 2 64 85
WorkStealingComputation 2 64 4560
InitialComputation 2 65 89
WorkStealingComputation 2 65 4899
InitialComputation 2 66 218
WorkStealingComputation 2 66 4893
InitialComputation 2 67 69
WorkStealingComputation 2 67 4796
InitialComputation 2 68 106
WorkStealingComputation 2 68 4892
InitialComputation 2 69 111
WorkStealingComputation 2 69 4732
InitialComputation 2 70 78
WorkStealingComputation 2 70 4725
InitialComputation 2 71 102
WorkStealingComputation 2 71 4408
InitialComputation 2 72 248
WorkStealingComputation 2 72 4566
InitialComputation 2 73 87
WorkStealingComputation 2 73 4705
InitialComputation 2 74 154
WorkStealingComputation 2 74 4509
InitialComputation 2 75 96
WorkStealingComputation 2 75 4889
InitialComputation 2 76 232
WorkStealingComputation 2 76 4901
InitialComputation 2 77 82
WorkStealingComputation 2 77 4783
InitialComputation 2 78 112
WorkStealingComputation 2 78 4888
InitialComputation 2 79 56
WorkStealingComputation 2 79 4776
InitialComputation 2 80 79
WorkStealingComputation 2 80 4722
InitialComputation 2 81 96
WorkStealingComputation 2 81 4416
InitialComputation 2 82 194
WorkStealingComputation 2 82 4610
InitialComputation 2 83 115
WorkStealingComputation 2 83 4699
InitialComputation 2 84 84
WorkStealingComputation 2 84 4557
InitialComputation 2 85 93
WorkStealingComputation 2 85 4898
InitialComputation 2 86 221
WorkStealingComputation 2 86 4894
InitialComputation 2 87 77
WorkStealingComputation 2 87 4790
InitialComputation 2 88 110
WorkStealingComputation 2 88 4883
InitialComputation 2 89 49
WorkStealingComputation 2 89 4725
InitialComputation 2 90 70
WorkStealingComputation 2 90 4725
InitialComputation 2 91 97
WorkStealingComputation 2 91 4417
InitialComputation 2 92 246
WorkStealingComputation 2 92 4572
InitialComputation 2 93 94
WorkStealingComputation 2 93 4702
InitialComputation 2 94 93
WorkStealingComputation 2 94 4556
InitialComputation 2 95 92
WorkStealingComputation 2 95 4889
InitialComputation 2 96 224
WorkStealingComputation 2 96 4908
InitialComputation 2 97 154
WorkStealingComputation 2 97 4719
InitialComputation 2 98 109
WorkStealingComputation 2 98 4887
InitialComputation 2 99 61
WorkStealingComputation 2 99 4772
InitialComputation 2 100 73
WorkStealingComputation 2 100 4714
InitialComputation 2 101 104
WorkStealingComputation 2 101 4410
InitialComputation 2 102 233
WorkStealingComputation 2 102 4581
InitialComputation 2 103 99
WorkStealingComputation 2 103 4699
InitialComputation 2 104 109
WorkStealingComputation 2 104 4559
InitialComputation 2 105 103
WorkStealingComputation 2 105 4878
InitialComputation 2 106 230
WorkStealingComputation 2 106 4906
InitialComputation 2 107 83
WorkStealingComputation 2 107 4791
InitialComputation 2 108 113
WorkStealingComputation 2 108 4888
InitialComputation 2 109 107
WorkStealingComputation 2 109 4733
InitialComputation 2 110 71
WorkStealingComputation 2 110 4708
InitialComputation 2 111 106
WorkStealingComputation 2 111 4409
InitialComputation 2 112 260
WorkStealingComputation 2 112 4557
InitialComputation 2 113 119
WorkStealingComputation 2 113 4708
InitialComputation 2 114 98
WorkStealingComputation 2 114 4557
InitialComputation 2 115 96
WorkStealingComputation 2 115 4895
InitialComputation 2 116 229
WorkStealingComputation 2 116 4893
InitialComputation 2 117 76
WorkStealingComputation 2 117 4791
InitialComputation 2 118 118
WorkStealingComputation 2 118 4886
InitialComputation 2 119 120
WorkStealingComputation 2 119 4722
InitialComputation 2 120 73
WorkStealingComputation 2 120 4721
InitialComputation 2 121 101
WorkStealingComputation 2 121 4415
InitialComputation 2 122 241
WorkStealingComputation 2 122 4575
InitialComputation 2 123 127
WorkStealingComputation 2 123 4699
InitialComputation 2 124 103
WorkStealingComputation 2 124 4564
InitialComputation 2 125 93
WorkStealingComputation 2 125 4889
InitialComputation 2 126 227
WorkStealingComputation 2 126 4908
InitialComputation 2 127 92
WorkStealingComputation 2 127 4793
InitialComputation 2 128 105
WorkStealingComputation 2 128 4892
InitialComputation 2 129 203
WorkStealingComputation 2 129 4623
InitialComputation 2 130 75
WorkStealingComputation 2 130 4706
InitialComputation 2 131 133
WorkStealingComputation 2 131 4383
InitialComputation 2 132 198
WorkStealingComputation 2 132 4618
InitialComputation 2 133 128
WorkStealingComputation 2 133 4700
InitialComputation 2 134 114
WorkStealingComputation 2 134 4561
InitialComputation 2 135 75
WorkStealingComputation 2 135 4901
InitialComputation 2 136 229
WorkStealingComputation 2 136 4907
InitialComputation 2 137 342
WorkStealingComputation 2 137 4543
InitialComputation 2 138 419
WorkStealingComputation 2 138 4580
InitialComputation 2 139 504
WorkStealingComputation 2 139 4344
InitialComputation 2 140 396
WorkStealingComputation 2 140 4399
InitialComputation 2 141 410
WorkStealingComputation 2 141 4105
InitialComputation 2 142 533
WorkStealingComputation 2 142 4291
InitialComputation 2 143 439
WorkStealingComputation 2 143 4389
InitialComputation 2 144 431
WorkStealingComputation 2 144 4243
InitialComputation 2 145 404
WorkStealingComputation 2 145 4577
InitialComputation 2 146 544
WorkStealingComputation 2 146 4597
InitialComputation 2 147 433
WorkStealingComputation 2 147 4451
InitialComputation 2 148 1172
WorkStealingComputation 2 148 3830
InitialComputation 2 149 1255
WorkStealingComputation 2 149 3580
InitialComputation 2 150 1156
WorkStealingComputation 2 150 3646
InitialComputation 2 151 1027
WorkStealingComputation 2 151 3503
InitialComputation 2 152 1414
WorkStealingComputation 2 152 3407
InitialComputation 2 153 1250
WorkStealingComputation 2 153 3592
InitialComputation 2 154 1407
WorkStealingComputation 2 154 3265
InitialComputation 2 155 1359
WorkStealingComputation 2 155 3620
InitialComputation 2 156 1473
WorkStealingComputation 2 156 3659
InitialComputation 2 157 1433
WorkStealingComputation 2 157 3445
InitialComputation 2 158 1240
WorkStealingComputation 2 158 3763
InitialComputation 2 159 1482
WorkStealingComputation 2 159 3353
InitialComputation 2 160 1372
WorkStealingComputation 2 160 3430
InitialComputation 2 161 1108
WorkStealingComputation 2 161 3421
InitialComputation 2 162 1743
WorkStealingComputation 2 162 3066
InitialComputation 2 163 1500
WorkStealingComputation 2 163 3345
InitialComputation 2 164 1418
WorkStealingComputation 2 164 3235
InitialComputation 2 165 1456
WorkStealingComputation 2 165 3530
InitialComputation 2 166 1564
WorkStealingComputation 2 166 3576
InitialComputation 2 167 1531
WorkStealingComputation 2 167 3351
InitialComputation 2 168 1283
WorkStealingComputation 2 168 3725
InitialComputation 2 169 1363
WorkStealingComputation 2 169 3491
InitialComputation 2 170 1343
WorkStealingComputation 2 170 3458
InitialComputation 2 171 1157
WorkStealingComputation 2 171 3371
InitialComputation 2 172 1701
WorkStealingComputation 2 172 3119
InitialComputation 2 173 2138
WorkStealingComputation 2 173 2704
InitialComputation 2 174 1607
WorkStealingComputation 2 174 3062
InitialComputation 2 175 1462
WorkStealingComputation 2 175 3528
InitialComputation 2 176 1613
WorkStealingComputation 2 176 3535
InitialComputation 2 177 1583
WorkStealingComputation 2 177 3297
InitialComputation 2 178 1436
WorkStealingComputation 2 178 3570
InitialComputation 2 179 1469
WorkStealingComputation 2 179 3361
InitialComputation 2 180 1532
WorkStealingComputation 2 180 3271
InitialComputation 2 181 1387
WorkStealingComputation 2 181 3132
InitialComputation 2 182 1662
WorkStealingComputation 2 182 3164
InitialComputation 2 183 1556
WorkStealingComputation 2 183 3290
InitialComputation 2 184 1637
WorkStealingComputation 2 184 3043
InitialComputation 2 185 1436
WorkStealingComputation 2 185 3545
InitialComputation 2 186 1423
WorkStealingComputation 2 186 3723
InitialComputation 2 187 1681
WorkStealingComputation 2 187 3194
InitialComputation 2 188 1358
WorkStealingComputation 2 188 3657
InitialComputation 2 189 1757
WorkStealingComputation 2 189 3095
InitialComputation 2 190 268
WorkStealingComputation 2 190 4573
InitialComputation 2 191 1134
WorkStealingComputation 2 191 3388
InitialComputation 2 192 1720
WorkStealingComputation 2 192 3106
InitialComputation 2 193 1457
WorkStealingComputation 2 193 3386
InitialComputation 2 194 1388
WorkStealingComputation 2 194 3293
InitialComputation 2 195 4540
WorkStealingComputation 2 195 440
InitialComputation 2 196 2477
WorkStealingComputation 2 196 2672
InitialComputation 2 197 4018
WorkStealingComputation 2 197 869
InitialComputation 2 198 4428
WorkStealingComputation 2 198 586
InitialComputation 2 199 3829
WorkStealingComputation 2 199 1022
InitialComputation 2 200 4810
WorkStealingComputation 2 200 3
InitialComputation 2 201 2175
WorkStealingComputation 2 201 2356
InitialComputation 2 202 4823
WorkStealingComputation 2 202 1
InitialComputation 2 203 4846
WorkStealingComputation 2 203 1
InitialComputation 2 204 2128
WorkStealingComputation 2 204 2558
InitialComputation 2 205 4972
WorkStealingComputation 2 205 6
InitialComputation 2 206 4733
WorkStealingComputation 2 206 408
InitialComputation 2 207 4441
WorkStealingComputation 2 207 437
InitialComputation 2 208 5007
WorkStealingComputation 2 208 1
InitialComputation 2 209 3338
WorkStealingComputation 2 209 1518
InitialComputation 2 210 1572
WorkStealingComputation 2 210 3266
InitialComputation 2 211 1257
WorkStealingComputation 2 211 3280
InitialComputation 2 212 4471
WorkStealingComputation 2 212 354
InitialComputation 2 213 4445
WorkStealingComputation 2 213 404
InitialComputation 2 214 3636
WorkStealingComputation 2 214 1045
InitialComputation 2 215 4112
WorkStealingComputation 2 215 875
InitialComputation 2 216 3474
WorkStealingComputation 2 216 1672
InitialComputation 2 217 4872
WorkStealingComputation 2 217 5
InitialComputation 2 218 3234
WorkStealingComputation 2 218 1780
InitialComputation 2 219 4321
WorkStealingComputation 2 219 528
InitialComputation 2 220 4442
WorkStealingComputation 2 220 374
InitialComputation 2 221 2740
WorkStealingComputation 2 221 1790
InitialComputation 2 222 3498
WorkStealingComputation 2 222 1329
InitialComputation 2 223 4011
WorkStealingComputation 2 223 839
InitialComputation 2 224 2886
WorkStealingComputation 2 224 1799
InitialComputation 2 225 1614
WorkStealingComputation 2 225 3377
InitialComputation 2 226 4242
WorkStealingComputation 2 226 902
InitialComputation 2 227 3531
WorkStealingComputation 2 227 1357
InitialComputation 2 228 2685
WorkStealingComputation 2 228 2332
InitialComputation 2 229 1726
WorkStealingComputation 2 229 3148
InitialComputation 2 230 3990
WorkStealingComputation 2 230 833
InitialComputation 2 231 3535
WorkStealingComputation 2 231 996
InitialComputation 2 232 4037
WorkStealingComputation 2 232 788
InitialComputation 2 233 3422
WorkStealingComputation 2 233 1429
InitialComputation 2 234 4242
WorkStealingComputation 2 234 438
InitialComputation 2 235 2620
WorkStealingComputation 2 235 2369
InitialComputation 2 236 1888
WorkStealingComputation 2 236 3262
InitialComputation 2 237 2936
WorkStealingComputation 2 237 1952
InitialComputation 2 238 4045
WorkStealingComputation 2 238 970
InitialComputation 2 239 4848
WorkStealingComputation 2 239 1
InitialComputation 2 240 3384
WorkStealingComputation 2 240 1443
InitialComputation 2 241 4518
WorkStealingComputation 2 241 2
InitialComputation 2 242 2882
WorkStealingComputation 2 242 1945
InitialComputation 2 243 2656
WorkStealingComputation 2 243 2195
InitialComputation 2 244 4665
WorkStealingComputation 2 244 3
InitialComputation 2 245 3618
WorkStealingComputation 2 245 1370
InitialComputation 2 246 5135
WorkStealingComputation 2 246 4
InitialComputation 2 247 1463
WorkStealingComputation 2 247 3436
InitialComputation 2 248 1921
WorkStealingComputation 2 248 3096
InitialComputation 2 249 2703
WorkStealingComputation 2 249 2155
InitialComputation 2 250 2666
WorkStealingComputation 2 250 2166
InitialComputation 2 251 4013
WorkStealingComputation 2 251 512
InitialComputation 2 252 1710
WorkStealingComputation 2 252 3120
InitialComputation 2 253 1993
WorkStealingComputation 2 253 2859
InitialComputation 2 254 1498
WorkStealingComputation 2 254 3190
InitialComputation 2 255 2987
WorkStealingComputation 2 255 2002
InitialComputation 2 256 2955
WorkStealingComputation 2 256 2192
InitialComputation 2 257 2134
WorkStealingComputation 2 257 2755
InitialComputation 2 258 838
WorkStealingComputation 2 258 4180
InitialComputation 2 259 2193
WorkStealingComputation 2 259 2671
InitialComputation 2 260 2000
WorkStealingComputation 2 260 2837
InitialComputation 2 261 1613
WorkStealingComputation 2 261 2920
InitialComputation 2 262 2054
WorkStealingComputation 2 262 2775
InitialComputation 2 263 990
WorkStealingComputation 2 263 3870
InitialComputation 2 264 3063
WorkStealingComputation 2 264 1619
InitialComputation 2 265 4235
WorkStealingComputation 2 265 751
InitialComputation 2 266 3632
WorkStealingComputation 2 266 1513
InitialComputation 2 267 1713
WorkStealingComputation 2 267 3180
InitialComputation 2 268 4518
WorkStealingComputation 2 268 494
InitialComputation 2 269 3924
WorkStealingComputation 2 269 925
InitialComputation 2 270 2119
WorkStealingComputation 2 270 2714
InitialComputation 2 271 401
WorkStealingComputation 2 271 4141
InitialComputation 2 272 2178
WorkStealingComputation 2 272 2650
InitialComputation 2 273 1346
WorkStealingComputation 2 273 3511
InitialComputation 2 274 3744
WorkStealingComputation 2 274 931
InitialComputation 2 275 1934
WorkStealingComputation 2 275 3052
InitialComputation 2 276 361
WorkStealingComputation 2 276 4790
InitialComputation 2 277 1439
WorkStealingComputation 2 277 3452
InitialComputation 2 278 331
WorkStealingComputation 2 278 4664
InitialComputation 2 279 302
WorkStealingComputation 2 279 4569
InitialComputation 3 0 99
WorkStealingComputation 3 0 41936
InitialComputation 3 1 40
WorkStealingComputation 3 1 50593
InitialComputation 3 2 55
WorkStealingComputation 3 2 41833
InitialComputation 3 3 45
WorkStealingComputation 3 3 51424
InitialComputation 3 4 99
WorkStealingComputation 3 4 56157
InitialComputation 3 5 50
WorkStealingComputation 3 5 56416
InitialComputation 3 6 69
WorkStealingComputation 3 6 46034
InitialComputation 3 7 89
WorkStealingComputation 3 7 47393
InitialComputation 3 8 57
WorkStealingComputation 3 8 44146
InitialComputation 3 9 53
WorkStealingComputation 3 9 41748
InitialComputation 3 10 86
WorkStealingComputation 3 10 41909
InitialComputation 3 11 44
WorkStealingComputation 3 11 50642
InitialComputation 3 12 49
WorkStealingComputation 3 12 41831
InitialComputation 3 13 43
WorkStealingComputation 3 13 51353
InitialComputation 3 14 77
WorkStealingComputation 3 14 56178
InitialComputation 3 15 111
WorkStealingComputation 3 15 56398
InitialComputation 3 16 61
WorkStealingComputation 3 16 45992
InitialComputation 3 17 125
WorkStealingComputation 3 17 47332
InitialComputation 3 18 90
WorkStealingComputation 3 18 44113
InitialComputation 3 19 43
WorkStealingComputation 3 19 41666
InitialComputation 3 20 77
WorkStealingComputation 3 20 41915
InitialComputation 3 21 52
WorkStealingComputation 3 21 50665
InitialComputation 3 22 52
WorkStealingComputation 3 22 41819
InitialComputation 3 23 53
WorkStealingComputation 3 23 51366
InitialComputation 3 24 63
WorkStealingComputation 3 24 56175
InitialComputation 3 25 47
WorkStealingComputation 3 25 56413
InitialComputation 3 26 61
WorkStealingComputation 3 26 45987
InitialComputation 3 27 98
WorkStealingComputation 3 27 47358
InitialComputation 3 28 85
WorkStealingComputation 3 28 44162
InitialComputation 3 29 48
WorkStealingComputation 3 29 41661
InitialComputation 3 30 83
WorkStealingComputation 3 30 41909
InitialComputation 3 31 67
WorkStealingComputation 3 31 50661
InitialComputation 3 32 57
WorkStealingComputation 3 32 41822
InitialComputation 3 33 43
WorkStealingComputation 3 33 51352
InitialComputation 3 34 73
WorkStealingComputation 3 34 56151
InitialComputation 3 35 103
WorkStealingComputation 3 35 56353
InitialComputation 3 36 126
WorkStealingComputation 3 36 45912
InitialComputation 3 37 91
WorkStealingComputation 3 37 47379
InitialComputation 3 38 81
WorkStealingComputation 3 38 44138
InitialComputation 3 39 53
WorkStealingComputation 3 39 41655
InitialComputation 3 40 92
WorkStealingComputation 3 40 41902
InitialComputation 3 41 50
WorkStealingComputation 3 41 50659
InitialComputation 3 42 77
WorkStealingComputation 3 42 41804
InitialComputation 3 43 49
WorkStealingComputation 3 43 51372
InitialComputation 3 44 78
WorkStealingComputation 3 44 56159
InitialComputation 3 45 58
WorkStealingComputation 3 45 56410
InitialComputation 3 46 116
WorkStealingComputation 3 46 45922
InitialComputation 3 47 115
WorkStealingComputation 3 47 47352
InitialComputation 3 48 75
WorkStealingComputation 3 48 44143
InitialComputation 3 49 55
WorkStealingComputation 3 49 41653
InitialComputation 3 50 80
WorkStealingComputation 3 50 41909
InitialComputation 3 51 52
WorkStealingComputation 3 51 50663
InitialComputation 3 52 60
WorkStealingComputation 3 52 41797
InitialComputation 3 53 45
WorkStealingComputation 3 53 51351
InitialComputation 3 54 61
WorkStealingComputation 3 54 56177
InitialComputation 3 55 85
WorkStealingComputation 3 55 56423
InitialComputation 3 56 52
WorkStealingComputation 3 56 45985
InitialComputation 3 57 93
WorkStealingComputation 3 57 47392
InitialComputation 3 58 71
WorkStealingComputation 3 58 44152
InitialComputation 3 59 78
WorkStealingComputation 3 59 41628
InitialComputation 3 60 73
WorkStealingComputation 3 60 41919
InitialComputation 3 61 45
WorkStealingComputation 3 61 50590
InitialComputation 3 62 51
WorkStealingComputation 3 62 41831
InitialComputation 3 63 38
WorkStealingComputation 3 63 51357
InitialComputation 3 64 41
WorkStealingComputation 3 64 56177
InitialComputation 3 65 110
WorkStealingComputation 3 65 56368
InitialComputation 3 66 42
WorkStealingComputation 3 66 45992
InitialComputation 3 67 89
WorkStealingComputation 3 67 47397
InitialComputation 3 68 61
WorkStealingComputation 3 68 44131
InitialComputation 3 69 40
WorkStealingComputation 3 69 41667
InitialComputation 3 70 71
WorkStealingComputation 3 70 41919
InitialComputation 3 71 41
WorkStealingComputation 3 71 50591
InitialComputation 3 72 43
WorkStealingComputation 3 72 41804
InitialComputation 3 73 40
WorkStealingComputation 3 73 51354
InitialComputation 3 74 65
WorkStealingComputation 3 74 56152
InitialComputation 3 75 41
WorkStealingComputation 3 75 56416
InitialComputation 3 76 49
WorkStealingComputation 3 76 45989
InitialComputation 3 77 110
WorkStealingComputation 3 77 47374
InitialComputation 3 78 62
WorkStealingComputation 3 78 44139
InitialComputation 3 79 37
WorkStealingComputation 3 79 41720
InitialComputation 3 80 94
WorkStealingComputation 3 80 41900
InitialComputation 3 81 42
WorkStealingComputation 3 81 50593
InitialComputation 3 82 60
WorkStealingComputation 3 82 41776
InitialComputation 3 83 40
WorkStealingComputation 3 83 51410
InitialComputation 3 84 67
WorkStealingComputation 3 84 56159
InitialComputation 3 85 74
WorkStealingComputation 3 85 56434
InitialComputation 3 86 60
WorkStealingComputation 3 86 45991
InitialComputation 3 87 77
WorkStealingComputation 3 87 47400
InitialComputation 3 88 86
WorkStealingComputation 3 88 44116
InitialComputation 3 89 67
WorkStealingComputation 3 89 41638
InitialComputation 3 90 85
WorkStealingComputation 3 90 41934
InitialComputation 3 91 39
WorkStealingComputation 3 91 50618
InitialComputation 3 92 49
WorkStealingComputation 3 92 41834
InitialComputation 3 93 38
WorkStealingComputation 3 93 51355
InitialComputation 3 94 68
WorkStealingComputation 3 94 56150
InitialComputation 3 95 75
WorkStealingComputation 3 95 56430
InitialComputation 3 96 49
WorkStealingComputation 3 96 45988
InitialComputation 3 97 84
WorkStealingComputation 3 97 47387
InitialComputation 3 98 54
WorkStealingComputation 3 98 44147
InitialComputation 3 99 51
WorkStealingComputation 3 99 41679
InitialComputation 3 100 85
WorkStealingComputation 3 100 41905
InitialComputation 3 101 39
WorkStealingComputation 3 101 50619
InitialComputation 3 102 46
