mode breakdown step partitionid runtime
4.Internal+External WorkStealingComputation 4 37 481753
4.Internal+External InitialComputation 4 38 87
4.Internal+External WorkStealingComputation 4 38 481707
4.Internal+External InitialComputation 4 39 55
4.Internal+External WorkStealingComputation 4 39 481788
4.Internal+External InitialComputation 4 40 87
4.Internal+External WorkStealingComputation 4 40 481797
4.Internal+External InitialComputation 4 41 78
4.Internal+External WorkStealingComputation 4 41 481826
4.Internal+External InitialComputation 4 42 56
4.Internal+External WorkStealingComputation 4 42 481753
4.Internal+External InitialComputation 4 43 55
4.Internal+External WorkStealingComputation 4 43 481877
4.Internal+External InitialComputation 4 44 51
4.Internal+External WorkStealingComputation 4 44 481809
4.Internal+External InitialComputation 4 45 57
4.Internal+External WorkStealingComputation 4 45 481815
4.Internal+External InitialComputation 4 46 381
4.Internal+External WorkStealingComputation 4 46 481452
4.Internal+External InitialComputation 4 47 56
4.Internal+External WorkStealingComputation 4 47 481770
4.Internal+External InitialComputation 4 48 49
4.Internal+External WorkStealingComputation 4 48 481742
4.Internal+External InitialComputation 4 49 52
4.Internal+External WorkStealingComputation 4 49 481750
4.Internal+External InitialComputation 4 50 88
4.Internal+External WorkStealingComputation 4 50 481811
4.Internal+External InitialComputation 4 51 299
4.Internal+External WorkStealingComputation 4 51 481549
4.Internal+External InitialComputation 4 52 50
4.Internal+External WorkStealingComputation 4 52 481758
4.Internal+External InitialComputation 4 53 58
4.Internal+External WorkStealingComputation 4 53 481878
4.Internal+External InitialComputation 4 54 70
4.Internal+External WorkStealingComputation 4 54 481865
4.Internal+External InitialComputation 4 55 51
4.Internal+External WorkStealingComputation 4 55 481819
4.Internal+External InitialComputation 4 56 310
4.Internal+External WorkStealingComputation 4 56 481548
4.Internal+External InitialComputation 4 57 45
4.Internal+External WorkStealingComputation 4 57 481795
4.Internal+External InitialComputation 4 58 43
4.Internal+External WorkStealingComputation 4 58 481748
4.Internal+External InitialComputation 4 59 41
4.Internal+External WorkStealingComputation 4 59 481786
4.Internal+External InitialComputation 4 60 77
4.Internal+External WorkStealingComputation 4 60 481821
4.Internal+External InitialComputation 4 61 347
4.Internal+External WorkStealingComputation 4 61 481472
4.Internal+External InitialComputation 4 62 41
4.Internal+External WorkStealingComputation 4 62 481776
4.Internal+External InitialComputation 4 63 46
4.Internal+External WorkStealingComputation 4 63 481885
4.Internal+External InitialComputation 4 64 58
4.Internal+External WorkStealingComputation 4 64 481877
4.Internal+External InitialComputation 4 65 43
4.Internal+External WorkStealingComputation 4 65 481828
4.Internal+External InitialComputation 4 66 41
4.Internal+External WorkStealingComputation 4 66 481790
4.Internal+External InitialComputation 4 67 45
4.Internal+External WorkStealingComputation 4 67 481796
4.Internal+External InitialComputation 4 68 54
4.Internal+External WorkStealingComputation 4 68 481823
4.Internal+External InitialComputation 4 69 40
4.Internal+External WorkStealingComputation 4 69 481803
4.Internal+External InitialComputation 4 70 83
4.Internal+External WorkStealingComputation 4 70 481816
4.Internal+External InitialComputation 4 71 40
4.Internal+External WorkStealingComputation 4 71 481812
4.Internal+External InitialComputation 4 72 42
4.Internal+External WorkStealingComputation 4 72 481767
4.Internal+External InitialComputation 4 73 69
4.Internal+External WorkStealingComputation 4 73 481866
4.Internal+External InitialComputation 4 74 63
4.Internal+External WorkStealingComputation 4 74 481877
4.Internal+External InitialComputation 4 75 45
4.Internal+External WorkStealingComputation 4 75 481826
4.Internal+External InitialComputation 4 76 309
4.Internal+External WorkStealingComputation 4 76 481555
4.Internal+External InitialComputation 4 77 81
4.Internal+External WorkStealingComputation 4 77 481721
4.Internal+External InitialComputation 4 78 40
4.Internal+External WorkStealingComputation 4 78 481715
4.Internal+External InitialComputation 4 79 41
4.Internal+External WorkStealingComputation 4 79 481802
4.Internal+External InitialComputation 4 80 76
4.Internal+External WorkStealingComputation 4 80 481823
4.Internal+External InitialComputation 4 81 287
4.Internal+External WorkStealingComputation 4 81 481522
4.Internal+External InitialComputation 4 82 38
4.Internal+External WorkStealingComputation 4 82 481800
4.Internal+External InitialComputation 4 83 52
4.Internal+External WorkStealingComputation 4 83 481882
4.Internal+External InitialComputation 4 84 51
4.Internal+External WorkStealingComputation 4 84 481871
4.Internal+External InitialComputation 4 85 45
4.Internal+External WorkStealingComputation 4 85 481825
4.Internal+External InitialComputation 4 86 69
4.Internal+External WorkStealingComputation 4 86 481835
4.Internal+External InitialComputation 4 87 44
4.Internal+External WorkStealingComputation 4 87 481798
4.Internal+External InitialComputation 4 88 67
4.Internal+External WorkStealingComputation 4 88 481684
4.Internal+External InitialComputation 4 89 39
4.Internal+External WorkStealingComputation 4 89 481802
4.Internal+External InitialComputation 4 90 76
4.Internal+External WorkStealingComputation 4 90 481824
4.Internal+External InitialComputation 4 91 67
4.Internal+External WorkStealingComputation 4 91 481493
4.Internal+External InitialComputation 4 92 39
4.Internal+External WorkStealingComputation 4 92 481809
4.Internal+External InitialComputation 4 93 46
4.Internal+External WorkStealingComputation 4 93 481888
4.Internal+External InitialComputation 4 94 45
4.Internal+External WorkStealingComputation 4 94 481877
4.Internal+External InitialComputation 4 95 42
4.Internal+External WorkStealingComputation 4 95 481821
4.Internal+External InitialComputation 4 96 63
4.Internal+External WorkStealingComputation 4 96 481803
4.Internal+External InitialComputation 4 97 43
4.Internal+External WorkStealingComputation 4 97 481804
4.Internal+External InitialComputation 4 98 44
4.Internal+External WorkStealingComputation 4 98 481722
4.Internal+External InitialComputation 4 99 50
4.Internal+External WorkStealingComputation 4 99 481850
4.Internal+External InitialComputation 4 100 77
4.Internal+External WorkStealingComputation 4 100 481822
4.Internal+External InitialComputation 4 101 79
4.Internal+External WorkStealingComputation 4 101 481458
4.Internal+External InitialComputation 4 102 45
4.Internal+External WorkStealingComputation 4 102 481804
4.Internal+External InitialComputation 4 103 50
4.Internal+External WorkStealingComputation 4 103 481883
4.Internal+External InitialComputation 4 104 56
4.Internal+External WorkStealingComputation 4 104 481877
4.Internal+External InitialComputation 4 105 45
4.Internal+External WorkStealingComputation 4 105 481825
4.Internal+External InitialComputation 4 106 55
4.Internal+External WorkStealingComputation 4 106 481803
4.Internal+External InitialComputation 4 107 84
4.Internal+External WorkStealingComputation 4 107 481742
4.Internal+External InitialComputation 4 108 68
4.Internal+External WorkStealingComputation 4 108 481710
4.Internal+External InitialComputation 4 109 42
4.Internal+External WorkStealingComputation 4 109 481860
4.Internal+External InitialComputation 4 110 78
4.Internal+External WorkStealingComputation 4 110 481821
4.Internal+External InitialComputation 4 111 91
4.Internal+External WorkStealingComputation 4 111 481413
4.Internal+External InitialComputation 4 112 75
4.Internal+External WorkStealingComputation 4 112 481827
4.Internal+External InitialComputation 4 113 77
4.Internal+External WorkStealingComputation 4 113 481865
4.Internal+External InitialComputation 4 114 90
4.Internal+External WorkStealingComputation 4 114 481780
4.Internal+External InitialComputation 4 115 46
4.Internal+External WorkStealingComputation 4 115 481823
4.Internal+External InitialComputation 4 116 59
4.Internal+External WorkStealingComputation 4 116 481800
4.Internal+External InitialComputation 4 117 47
4.Internal+External WorkStealingComputation 4 117 481797
4.Internal+External InitialComputation 4 118 46
4.Internal+External WorkStealingComputation 4 118 481738
4.Internal+External InitialComputation 4 119 42
4.Internal+External WorkStealingComputation 4 119 481797
4.Internal+External InitialComputation 4 120 79
4.Internal+External WorkStealingComputation 4 120 481820
4.Internal+External InitialComputation 4 121 99
4.Internal+External WorkStealingComputation 4 121 481406
4.Internal+External InitialComputation 4 122 42
4.Internal+External WorkStealingComputation 4 122 481774
4.Internal+External InitialComputation 4 123 52
4.Internal+External WorkStealingComputation 4 123 481882
4.Internal+External InitialComputation 4 124 53
4.Internal+External WorkStealingComputation 4 124 481876
4.Internal+External InitialComputation 4 125 45
4.Internal+External WorkStealingComputation 4 125 481824
4.Internal+External InitialComputation 4 126 324
4.Internal+External WorkStealingComputation 4 126 481535
4.Internal+External InitialComputation 4 127 44
4.Internal+External WorkStealingComputation 4 127 481796
4.Internal+External InitialComputation 4 128 65
4.Internal+External WorkStealingComputation 4 128 481801
4.Internal+External InitialComputation 4 129 848
4.Internal+External WorkStealingComputation 4 129 481029
4.Internal+External InitialComputation 4 130 79
4.Internal+External WorkStealingComputation 4 130 481820
4.Internal+External InitialComputation 4 131 157
4.Internal+External WorkStealingComputation 4 131 481359
4.Internal+External InitialComputation 4 132 67
4.Internal+External WorkStealingComputation 4 132 481828
4.Internal+External InitialComputation 4 133 48
4.Internal+External WorkStealingComputation 4 133 481891
4.Internal+External InitialComputation 4 134 54
4.Internal+External WorkStealingComputation 4 134 481878
4.Internal+External InitialComputation 4 135 41
4.Internal+External WorkStealingComputation 4 135 481824
4.Internal+External InitialComputation 4 136 59
4.Internal+External WorkStealingComputation 4 136 481798
4.Internal+External InitialComputation 4 137 279
4.Internal+External WorkStealingComputation 4 137 481567
4.Internal+External InitialComputation 4 138 356
4.Internal+External WorkStealingComputation 4 138 481509
4.Internal+External InitialComputation 4 139 355
4.Internal+External WorkStealingComputation 4 139 481475
4.Internal+External InitialComputation 4 140 359
4.Internal+External WorkStealingComputation 4 140 481544
4.Internal+External InitialComputation 4 141 878
4.Internal+External WorkStealingComputation 4 141 481050
4.Internal+External InitialComputation 4 142 333
4.Internal+External WorkStealingComputation 4 142 481537
4.Internal+External InitialComputation 4 143 341
4.Internal+External WorkStealingComputation 4 143 481590
4.Internal+External InitialComputation 4 144 350
4.Internal+External WorkStealingComputation 4 144 481574
4.Internal+External InitialComputation 4 145 450
4.Internal+External WorkStealingComputation 4 145 481479
4.Internal+External InitialComputation 4 146 771
4.Internal+External WorkStealingComputation 4 146 481063
4.Internal+External InitialComputation 4 147 916
4.Internal+External WorkStealingComputation 4 147 480929
4.Internal+External InitialComputation 4 148 984
4.Internal+External WorkStealingComputation 4 148 480877
4.Internal+External InitialComputation 4 149 985
4.Internal+External WorkStealingComputation 4 149 480853
4.Internal+External InitialComputation 4 150 848
4.Internal+External WorkStealingComputation 4 150 481036
4.Internal+External InitialComputation 4 151 1225
4.Internal+External WorkStealingComputation 4 151 480692
4.Internal+External InitialComputation 4 152 1049
4.Internal+External WorkStealingComputation 4 152 480814
4.Internal+External InitialComputation 4 153 1088
4.Internal+External WorkStealingComputation 4 153 480848
4.Internal+External InitialComputation 4 154 1248
4.Internal+External WorkStealingComputation 4 154 480622
4.Internal+External InitialComputation 4 155 1115
4.Internal+External WorkStealingComputation 4 155 480813
4.Internal+External InitialComputation 4 156 1274
4.Internal+External WorkStealingComputation 4 156 480564
4.Internal+External InitialComputation 4 157 1435
4.Internal+External WorkStealingComputation 4 157 480410
4.Internal+External InitialComputation 4 158 1236
4.Internal+External WorkStealingComputation 4 158 480626
4.Internal+External InitialComputation 4 159 1050
4.Internal+External WorkStealingComputation 4 159 480852
4.Internal+External InitialComputation 4 160 931
4.Internal+External WorkStealingComputation 4 160 480967
4.Internal+External InitialComputation 4 161 1335
4.Internal+External WorkStealingComputation 4 161 480577
4.Internal+External InitialComputation 4 162 1381
4.Internal+External WorkStealingComputation 4 162 480429
4.Internal+External InitialComputation 4 163 1141
4.Internal+External WorkStealingComputation 4 163 480799
4.Internal+External InitialComputation 4 164 1031
4.Internal+External WorkStealingComputation 4 164 480890
4.Internal+External InitialComputation 4 165 1173
4.Internal+External WorkStealingComputation 4 165 480691
4.Internal+External InitialComputation 4 166 1430
4.Internal+External WorkStealingComputation 4 166 480469
4.Internal+External InitialComputation 4 167 1309
4.Internal+External WorkStealingComputation 4 167 480563
4.Internal+External InitialComputation 4 168 1096
4.Internal+External WorkStealingComputation 4 168 480780
4.Internal+External InitialComputation 4 169 1118
4.Internal+External WorkStealingComputation 4 169 480799
4.Internal+External InitialComputation 4 170 950
4.Internal+External WorkStealingComputation 4 170 480949
4.Internal+External InitialComputation 4 171 1466
4.Internal+External WorkStealingComputation 4 171 480441
4.Internal+External InitialComputation 4 172 1253
4.Internal+External WorkStealingComputation 4 172 480554
4.Internal+External InitialComputation 4 173 192612
4.Internal+External WorkStealingComputation 4 173 289331
4.Internal+External InitialComputation 4 174 1234
4.Internal+External WorkStealingComputation 4 174 480627
4.Internal+External InitialComputation 4 175 1080
4.Internal+External WorkStealingComputation 4 175 480840
4.Internal+External InitialComputation 4 176 1567
4.Internal+External WorkStealingComputation 4 176 480323
4.Internal+External InitialComputation 4 177 1518
4.Internal+External WorkStealingComputation 4 177 480327
4.Internal+External InitialComputation 4 178 1376
4.Internal+External WorkStealingComputation 4 178 480504
4.Internal+External InitialComputation 4 179 1018
4.Internal+External WorkStealingComputation 4 179 480859
4.Internal+External InitialComputation 4 180 998
4.Internal+External WorkStealingComputation 4 180 480901
4.Internal+External InitialComputation 4 181 1610
4.Internal+External WorkStealingComputation 4 181 480234
4.Internal+External InitialComputation 4 182 1170
4.Internal+External WorkStealingComputation 4 182 480645
4.Internal+External InitialComputation 4 183 199
4.Internal+External WorkStealingComputation 4 183 481746
4.Internal+External InitialComputation 4 184 1183
4.Internal+External WorkStealingComputation 4 184 480759
4.Internal+External InitialComputation 4 185 1007
4.Internal+External WorkStealingComputation 4 185 480920
4.Internal+External InitialComputation 4 186 1644
4.Internal+External WorkStealingComputation 4 186 480226
4.Internal+External InitialComputation 4 187 1469
4.Internal+External WorkStealingComputation 4 187 480403
4.Internal+External InitialComputation 4 188 1178
4.Internal+External WorkStealingComputation 4 188 480676
4.Internal+External InitialComputation 4 189 1097
4.Internal+External WorkStealingComputation 4 189 480742
4.Internal+External InitialComputation 4 190 982
4.Internal+External WorkStealingComputation 4 190 480954
4.Internal+External InitialComputation 4 191 1526
4.Internal+External WorkStealingComputation 4 191 480389
4.Internal+External InitialComputation 4 192 1105
4.Internal+External WorkStealingComputation 4 192 480758
4.Internal+External InitialComputation 4 193 1074
4.Internal+External WorkStealingComputation 4 193 480870
4.Internal+External InitialComputation 4 194 1192
4.Internal+External WorkStealingComputation 4 194 480750
4.Internal+External InitialComputation 4 195 27360
4.Internal+External WorkStealingComputation 4 195 454507
4.Internal+External InitialComputation 4 196 22357
4.Internal+External WorkStealingComputation 4 196 459511
4.Internal+External InitialComputation 4 197 30319
4.Internal+External WorkStealingComputation 4 197 451559
4.Internal+External InitialComputation 4 198 22656
4.Internal+External WorkStealingComputation 4 198 459189
4.Internal+External InitialComputation 4 199 24243
4.Internal+External WorkStealingComputation 4 199 457595
4.Internal+External InitialComputation 4 200 25214
4.Internal+External WorkStealingComputation 4 200 456689
4.Internal+External InitialComputation 4 201 25632
4.Internal+External WorkStealingComputation 4 201 456190
4.Internal+External InitialComputation 4 202 20629
4.Internal+External WorkStealingComputation 4 202 461174
4.Internal+External InitialComputation 4 203 24874
4.Internal+External WorkStealingComputation 4 203 457067
4.Internal+External InitialComputation 4 204 20365
4.Internal+External WorkStealingComputation 4 204 461578
4.Internal+External InitialComputation 4 205 2938
4.Internal+External WorkStealingComputation 4 205 478988
4.Internal+External InitialComputation 4 206 9659
4.Internal+External WorkStealingComputation 4 206 472231
4.Internal+External InitialComputation 4 207 21260
4.Internal+External WorkStealingComputation 4 207 460614
4.Internal+External InitialComputation 4 208 28898
4.Internal+External WorkStealingComputation 4 208 452918
4.Internal+External InitialComputation 4 209 38105
4.Internal+External WorkStealingComputation 4 209 443774
4.Internal+External InitialComputation 4 210 28610
4.Internal+External WorkStealingComputation 4 210 453291
4.Internal+External InitialComputation 4 211 24279
4.Internal+External WorkStealingComputation 4 211 457529
4.Internal+External InitialComputation 4 212 31837
4.Internal+External WorkStealingComputation 4 212 450059
4.Internal+External InitialComputation 4 213 25121
4.Internal+External WorkStealingComputation 4 213 456810
4.Internal+External InitialComputation 4 214 25143
4.Internal+External WorkStealingComputation 4 214 456798
4.Internal+External InitialComputation 4 215 1703
4.Internal+External WorkStealingComputation 4 215 480236
4.Internal+External InitialComputation 4 216 8228
4.Internal+External WorkStealingComputation 4 216 473708
4.Internal+External InitialComputation 4 217 36617
4.Internal+External WorkStealingComputation 4 217 445275
4.Internal+External InitialComputation 4 218 26787
4.Internal+External WorkStealingComputation 4 218 455034
4.Internal+External InitialComputation 4 219 23240
4.Internal+External WorkStealingComputation 4 219 458664
4.Internal+External InitialComputation 4 220 39919
4.Internal+External WorkStealingComputation 4 220 441981
4.Internal+External InitialComputation 4 221 5414
4.Internal+External WorkStealingComputation 4 221 476521
4.Internal+External InitialComputation 4 222 36913
4.Internal+External WorkStealingComputation 4 222 444987
4.Internal+External InitialComputation 4 223 194091
4.Internal+External WorkStealingComputation 4 223 287850
4.Internal+External InitialComputation 4 224 137076
4.Internal+External WorkStealingComputation 4 224 344858
4.Internal+External InitialComputation 4 225 8378
4.Internal+External WorkStealingComputation 4 225 473541
4.Internal+External InitialComputation 4 226 7348
4.Internal+External WorkStealingComputation 4 226 474553
4.Internal+External InitialComputation 4 227 102327
4.Internal+External WorkStealingComputation 4 227 379564
4.Internal+External InitialComputation 4 228 72374
4.Internal+External WorkStealingComputation 4 228 409421
4.Internal+External InitialComputation 4 229 64946
4.Internal+External WorkStealingComputation 4 229 416893
4.Internal+External InitialComputation 4 230 76993
4.Internal+External WorkStealingComputation 4 230 404919
4.Internal+External InitialComputation 4 231 117425
4.Internal+External WorkStealingComputation 4 231 364480
4.Internal+External InitialComputation 4 232 10732
4.Internal+External WorkStealingComputation 4 232 471173
4.Internal+External InitialComputation 4 233 357565
4.Internal+External WorkStealingComputation 4 233 124373
4.Internal+External InitialComputation 4 234 465023
4.Internal+External WorkStealingComputation 4 234 16913
4.Internal+External InitialComputation 4 235 26111
4.Internal+External WorkStealingComputation 4 235 455789
4.Internal+External InitialComputation 4 236 32275
4.Internal+External WorkStealingComputation 4 236 449614
4.Internal+External InitialComputation 4 237 315524
4.Internal+External WorkStealingComputation 4 237 166362
4.Internal+External InitialComputation 4 238 311991
4.Internal+External WorkStealingComputation 4 238 169773
4.Internal+External InitialComputation 4 239 76841
4.Internal+External WorkStealingComputation 4 239 405010
4.Internal+External InitialComputation 4 240 277337
4.Internal+External WorkStealingComputation 4 240 204562
4.Internal+External InitialComputation 4 241 200279
4.Internal+External WorkStealingComputation 4 241 281611
4.Internal+External InitialComputation 4 242 56756
4.Internal+External WorkStealingComputation 4 242 425137
4.Internal+External InitialComputation 4 243 348510
4.Internal+External WorkStealingComputation 4 243 133432
4.Internal+External InitialComputation 4 244 464578
4.Internal+External WorkStealingComputation 4 244 17362
4.Internal+External InitialComputation 4 245 438110
4.Internal+External WorkStealingComputation 4 245 43790
4.Internal+External InitialComputation 4 246 384241
4.Internal+External WorkStealingComputation 4 246 97663
4.Internal+External InitialComputation 4 247 298724
4.Internal+External WorkStealingComputation 4 247 183176
4.Internal+External InitialComputation 4 248 71410
4.Internal+External WorkStealingComputation 4 248 410464
4.Internal+External InitialComputation 4 249 62649
4.Internal+External WorkStealingComputation 4 249 419273
4.Internal+External InitialComputation 4 250 73593
4.Internal+External WorkStealingComputation 4 250 408343
4.Internal+External InitialComputation 4 251 193688
4.Internal+External WorkStealingComputation 4 251 288244
4.Internal+External InitialComputation 4 252 258018
4.Internal+External WorkStealingComputation 4 252 223785
4.Internal+External InitialComputation 4 253 320695
4.Internal+External WorkStealingComputation 4 253 161241
4.Internal+External InitialComputation 4 254 438568
4.Internal+External WorkStealingComputation 4 254 43373
4.Internal+External InitialComputation 4 255 250336
4.Internal+External WorkStealingComputation 4 255 231563
4.Internal+External InitialComputation 4 256 321107
4.Internal+External WorkStealingComputation 4 256 160798
4.Internal+External InitialComputation 4 257 274712
4.Internal+External WorkStealingComputation 4 257 207188
4.Internal+External InitialComputation 4 258 188404
4.Internal+External WorkStealingComputation 4 258 293391
4.Internal+External InitialComputation 4 259 315768
4.Internal+External WorkStealingComputation 4 259 166055
4.Internal+External InitialComputation 4 260 224223
4.Internal+External WorkStealingComputation 4 260 257676
4.Internal+External InitialComputation 4 261 304634
4.Internal+External WorkStealingComputation 4 261 177231
4.Internal+External InitialComputation 4 262 179368
4.Internal+External WorkStealingComputation 4 262 302439
4.Internal+External InitialComputation 4 263 175700
4.Internal+External WorkStealingComputation 4 263 306239
4.Internal+External InitialComputation 4 264 82054
4.Internal+External WorkStealingComputation 4 264 399890
4.Internal+External InitialComputation 4 265 480318
4.Internal+External WorkStealingComputation 4 265 1556
4.Internal+External InitialComputation 4 266 481327
4.Internal+External WorkStealingComputation 4 266 577
4.Internal+External InitialComputation 4 267 405158
4.Internal+External WorkStealingComputation 4 267 76725
4.Internal+External InitialComputation 4 268 283157
4.Internal+External WorkStealingComputation 4 268 198637
4.Internal+External InitialComputation 4 269 340686
4.Internal+External WorkStealingComputation 4 269 141138
4.Internal+External InitialComputation 4 270 253028
4.Internal+External WorkStealingComputation 4 270 228872
4.Internal+External InitialComputation 4 271 313372
4.Internal+External WorkStealingComputation 4 271 168498
4.Internal+External InitialComputation 4 272 33840
4.Internal+External WorkStealingComputation 4 272 448062
4.Internal+External InitialComputation 4 273 252434
4.Internal+External WorkStealingComputation 4 273 229505
4.Internal+External InitialComputation 4 274 61422
4.Internal+External WorkStealingComputation 4 274 420516
4.Internal+External InitialComputation 4 275 2503
4.Internal+External WorkStealingComputation 4 275 479416
4.Internal+External InitialComputation 4 276 1984
4.Internal+External WorkStealingComputation 4 276 479875
4.Internal+External InitialComputation 4 277 1354
4.Internal+External WorkStealingComputation 4 277 480568
4.Internal+External InitialComputation 4 278 268
4.Internal+External WorkStealingComputation 4 278 481553
4.Internal+External InitialComputation 4 279 168
4.Internal+External WorkStealingComputation 4 279 481735
2.Internal InitialComputation 0 0 690
2.Internal WorkStealingComputation 0 0 22
2.Internal InitialComputation 0 1 292
2.Internal WorkStealingComputation 0 1 51
2.Internal InitialComputation 0 2 531
2.Internal WorkStealingComputation 0 2 56
2.Internal InitialComputation 0 3 1466
2.Internal WorkStealingComputation 0 3 7
2.Internal InitialComputation 0 4 482
2.Internal WorkStealingComputation 0 4 66
2.Internal InitialComputation 0 5 696
2.Internal WorkStealingComputation 0 5 174
2.Internal InitialComputation 0 6 588
2.Internal WorkStealingComputation 0 6 53
2.Internal InitialComputation 0 7 748
2.Internal WorkStealingComputation 0 7 105
2.Internal InitialComputation 0 8 950
2.Internal WorkStealingComputation 0 8 82
2.Internal InitialComputation 0 9 329
2.Internal WorkStealingComputation 0 9 44
2.Internal InitialComputation 0 10 641
2.Internal WorkStealingComputation 0 10 69
2.Internal InitialComputation 0 11 297
2.Internal WorkStealingComputation 0 11 23
2.Internal InitialComputation 0 12 468
2.Internal WorkStealingComputation 0 12 109
2.Internal InitialComputation 0 13 1426
2.Internal WorkStealingComputation 0 13 39
2.Internal InitialComputation 0 14 539
2.Internal WorkStealingComputation 0 14 3
2.Internal InitialComputation 0 15 841
2.Internal WorkStealingComputation 0 15 37
2.Internal InitialComputation 0 16 422
2.Internal WorkStealingComputation 0 16 41
2.Internal InitialComputation 0 17 497
2.Internal WorkStealingComputation 0 17 201
2.Internal InitialComputation 0 18 936
2.Internal WorkStealingComputation 0 18 98
2.Internal InitialComputation 0 19 432
2.Internal WorkStealingComputation 0 19 26
2.Internal InitialComputation 0 20 639
2.Internal WorkStealingComputation 0 20 73
2.Internal InitialComputation 0 21 311
2.Internal WorkStealingComputation 0 21 13
2.Internal InitialComputation 0 22 540
2.Internal WorkStealingComputation 0 22 64
2.Internal InitialComputation 0 23 1500
2.Internal WorkStealingComputation 0 23 3
2.Internal InitialComputation 0 24 468
2.Internal WorkStealingComputation 0 24 128
2.Internal InitialComputation 0 25 757
2.Internal WorkStealingComputation 0 25 172
2.Internal InitialComputation 0 26 448
2.Internal WorkStealingComputation 0 26 50
2.Internal InitialComputation 0 27 606
2.Internal WorkStealingComputation 0 27 93
2.Internal InitialComputation 0 28 976
2.Internal WorkStealingComputation 0 28 55
2.Internal InitialComputation 0 29 348
2.Internal WorkStealingComputation 0 29 36
2.Internal InitialComputation 0 30 656
2.Internal WorkStealingComputation 0 30 57
2.Internal InitialComputation 0 31 289
2.Internal WorkStealingComputation 0 31 8
2.Internal InitialComputation 0 32 543
2.Internal WorkStealingComputation 0 32 57
2.Internal InitialComputation 0 33 1483
2.Internal WorkStealingComputation 0 33 20
2.Internal InitialComputation 0 34 583
2.Internal WorkStealingComputation 0 34 15
2.Internal InitialComputation 0 35 783
2.Internal WorkStealingComputation 0 35 5
2.Internal InitialComputation 0 36 392
2.Internal WorkStealingComputation 0 36 58
2.Internal InitialComputation 0 37 826
2.Internal WorkStealingComputation 0 37 7
2.Internal InitialComputation 0 38 1598
2.Internal WorkStealingComputation 0 38 14
2.Internal InitialComputation 0 39 341
2.Internal WorkStealingComputation 0 39 23
2.Internal InitialComputation 0 40 711
2.Internal WorkStealingComputation 0 40 0
2.Internal InitialComputation 0 41 275
2.Internal WorkStealingComputation 0 41 23
2.Internal InitialComputation 0 42 509
2.Internal WorkStealingComputation 0 42 84
2.Internal InitialComputation 0 43 1460
2.Internal WorkStealingComputation 0 43 38
2.Internal InitialComputation 0 44 559
2.Internal WorkStealingComputation 0 44 7
2.Internal InitialComputation 0 45 659
2.Internal WorkStealingComputation 0 45 140
2.Internal InitialComputation 0 46 476
2.Internal WorkStealingComputation 0 46 9
2.Internal InitialComputation 0 47 477
2.Internal WorkStealingComputation 0 47 226
2.Internal InitialComputation 0 48 957
2.Internal WorkStealingComputation 0 48 76
2.Internal InitialComputation 0 49 315
2.Internal WorkStealingComputation 0 49 50
2.Internal InitialComputation 0 50 662
2.Internal WorkStealingComputation 0 50 62
2.Internal InitialComputation 0 51 251
2.Internal WorkStealingComputation 0 51 66
2.Internal InitialComputation 0 52 590
2.Internal WorkStealingComputation 0 52 15
2.Internal InitialComputation 0 53 1478
2.Internal WorkStealingComputation 0 53 5
2.Internal InitialComputation 0 54 533
2.Internal WorkStealingComputation 0 54 26
2.Internal InitialComputation 0 55 832
2.Internal WorkStealingComputation 0 55 70
2.Internal InitialComputation 0 56 435
2.Internal WorkStealingComputation 0 56 60
2.Internal InitialComputation 0 57 657
2.Internal WorkStealingComputation 0 57 33
2.Internal InitialComputation 0 58 1034
2.Internal WorkStealingComputation 0 58 1
2.Internal InitialComputation 0 59 359
2.Internal WorkStealingComputation 0 59 21
2.Internal InitialComputation 0 60 709
2.Internal WorkStealingComputation 0 60 4
2.Internal InitialComputation 0 61 303
2.Internal WorkStealingComputation 0 61 22
2.Internal InitialComputation 0 62 541
2.Internal WorkStealingComputation 0 62 64
2.Internal InitialComputation 0 63 1427
2.Internal WorkStealingComputation 0 63 45
2.Internal InitialComputation 0 64 481
2.Internal WorkStealingComputation 0 64 74
2.Internal InitialComputation 0 65 714
2.Internal WorkStealingComputation 0 65 220
2.Internal InitialComputation 0 66 435
2.Internal WorkStealingComputation 0 66 62
2.Internal InitialComputation 0 67 720
2.Internal WorkStealingComputation 0 67 15
2.Internal InitialComputation 0 68 1025
2.Internal WorkStealingComputation 0 68 8
2.Internal InitialComputation 0 69 451
2.Internal WorkStealingComputation 0 69 43
2.Internal InitialComputation 0 70 661
2.Internal WorkStealingComputation 0 70 52
2.Internal InitialComputation 0 71 215
2.Internal WorkStealingComputation 0 71 101
2.Internal InitialComputation 0 72 513
2.Internal WorkStealingComputation 0 72 45
2.Internal InitialComputation 0 73 1451
2.Internal WorkStealingComputation 0 73 22
2.Internal InitialComputation 0 74 540
2.Internal WorkStealingComputation 0 74 13
2.Internal InitialComputation 0 75 719
2.Internal WorkStealingComputation 0 75 47
2.Internal InitialComputation 0 76 447
2.Internal WorkStealingComputation 0 76 0
2.Internal InitialComputation 0 77 643
2.Internal WorkStealingComputation 0 77 49
2.Internal InitialComputation 0 78 1054
2.Internal WorkStealingComputation 0 78 9
2.Internal InitialComputation 0 79 363
2.Internal WorkStealingComputation 0 79 10
2.Internal InitialComputation 0 80 700
2.Internal WorkStealingComputation 0 80 12
2.Internal InitialComputation 0 81 330
