breakdown step partitionid runtime
InitialComputation 1 182 1535
WorkStealingComputation 1 182 670
InitialComputation 1 183 1435
WorkStealingComputation 1 183 774
InitialComputation 1 184 1573
WorkStealingComputation 1 184 633
InitialComputation 1 185 1575
WorkStealingComputation 1 185 584
InitialComputation 1 186 1795
WorkStealingComputation 1 186 388
InitialComputation 1 187 1853
WorkStealingComputation 1 187 277
InitialComputation 1 188 1491
WorkStealingComputation 1 188 638
InitialComputation 1 189 1975
WorkStealingComputation 1 189 153
InitialComputation 1 190 1645
WorkStealingComputation 1 190 509
InitialComputation 1 191 1623
WorkStealingComputation 1 191 560
InitialComputation 1 192 1602
WorkStealingComputation 1 192 525
InitialComputation 1 193 1430
WorkStealingComputation 1 193 775
InitialComputation 1 194 1548
WorkStealingComputation 1 194 677
InitialComputation 1 195 1756
WorkStealingComputation 1 195 444
InitialComputation 1 196 1700
WorkStealingComputation 1 196 495
InitialComputation 1 197 1643
WorkStealingComputation 1 197 535
InitialComputation 1 198 1390
WorkStealingComputation 1 198 767
InitialComputation 1 199 1601
WorkStealingComputation 1 199 526
InitialComputation 1 200 1639
WorkStealingComputation 1 200 499
InitialComputation 1 201 1510
WorkStealingComputation 1 201 643
InitialComputation 1 202 1494
WorkStealingComputation 1 202 677
InitialComputation 1 203 1447
WorkStealingComputation 1 203 756
InitialComputation 1 204 1424
WorkStealingComputation 1 204 787
InitialComputation 1 205 1429
WorkStealingComputation 1 205 757
InitialComputation 1 206 1813
WorkStealingComputation 1 206 382
InitialComputation 1 207 1781
WorkStealingComputation 1 207 430
InitialComputation 1 208 1497
WorkStealingComputation 1 208 701
InitialComputation 1 209 1945
WorkStealingComputation 1 209 189
InitialComputation 1 210 1647
WorkStealingComputation 1 210 482
InitialComputation 1 211 1509
WorkStealingComputation 1 211 671
InitialComputation 1 212 1398
WorkStealingComputation 1 212 804
InitialComputation 1 213 1515
WorkStealingComputation 1 213 689
InitialComputation 1 214 1483
WorkStealingComputation 1 214 733
InitialComputation 1 215 1512
WorkStealingComputation 1 215 668
InitialComputation 1 216 1362
WorkStealingComputation 1 216 834
InitialComputation 1 217 1801
WorkStealingComputation 1 217 355
InitialComputation 1 218 1351
WorkStealingComputation 1 218 843
InitialComputation 1 219 1421
WorkStealingComputation 1 219 673
InitialComputation 1 220 1760
WorkStealingComputation 1 220 381
InitialComputation 1 221 1570
WorkStealingComputation 1 221 624
InitialComputation 1 222 1393
WorkStealingComputation 1 222 806
InitialComputation 1 223 1449
WorkStealingComputation 1 223 758
InitialComputation 1 224 1452
WorkStealingComputation 1 224 758
InitialComputation 1 225 1265
WorkStealingComputation 1 225 930
InitialComputation 1 226 1631
WorkStealingComputation 1 226 564
InitialComputation 1 227 1613
WorkStealingComputation 1 227 595
InitialComputation 1 228 1337
WorkStealingComputation 1 228 842
InitialComputation 1 229 1417
WorkStealingComputation 1 229 715
InitialComputation 1 230 1681
WorkStealingComputation 1 230 451
InitialComputation 1 231 1504
WorkStealingComputation 1 231 692
InitialComputation 1 232 1322
WorkStealingComputation 1 232 882
InitialComputation 1 233 1368
WorkStealingComputation 1 233 836
InitialComputation 1 234 1351
WorkStealingComputation 1 234 875
InitialComputation 1 235 1305
WorkStealingComputation 1 235 870
InitialComputation 1 236 1760
WorkStealingComputation 1 236 433
InitialComputation 1 237 1454
WorkStealingComputation 1 237 696
InitialComputation 1 238 1306
WorkStealingComputation 1 238 855
InitialComputation 1 239 1163
WorkStealingComputation 1 239 968
InitialComputation 1 240 1640
WorkStealingComputation 1 240 508
InitialComputation 1 241 1369
WorkStealingComputation 1 241 821
InitialComputation 1 242 1317
WorkStealingComputation 1 242 897
InitialComputation 1 243 1305
WorkStealingComputation 1 243 898
InitialComputation 1 244 1264
WorkStealingComputation 1 244 946
InitialComputation 1 245 1381
WorkStealingComputation 1 245 824
InitialComputation 1 246 1417
WorkStealingComputation 1 246 780
InitialComputation 1 247 1331
WorkStealingComputation 1 247 823
InitialComputation 1 248 1407
WorkStealingComputation 1 248 770
InitialComputation 1 249 1282
WorkStealingComputation 1 249 884
InitialComputation 1 250 1363
WorkStealingComputation 1 250 787
InitialComputation 1 251 1325
WorkStealingComputation 1 251 862
InitialComputation 1 252 1147
WorkStealingComputation 1 252 1055
InitialComputation 1 253 1346
WorkStealingComputation 1 253 807
InitialComputation 1 254 1196
WorkStealingComputation 1 254 1018
InitialComputation 1 255 1087
WorkStealingComputation 1 255 1103
InitialComputation 1 256 1251
WorkStealingComputation 1 256 945
InitialComputation 1 257 1459
WorkStealingComputation 1 257 750
InitialComputation 1 258 1065
WorkStealingComputation 1 258 1110
InitialComputation 1 259 1080
WorkStealingComputation 1 259 1027
InitialComputation 1 260 1234
WorkStealingComputation 1 260 923
InitialComputation 1 261 1373
WorkStealingComputation 1 261 802
InitialComputation 1 262 1037
WorkStealingComputation 1 262 1099
InitialComputation 1 263 1277
WorkStealingComputation 1 263 877
InitialComputation 1 264 1183
WorkStealingComputation 1 264 1040
InitialComputation 1 265 908
WorkStealingComputation 1 265 1248
InitialComputation 1 266 1112
WorkStealingComputation 1 266 1080
InitialComputation 1 267 1088
WorkStealingComputation 1 267 1124
InitialComputation 1 268 1030
WorkStealingComputation 1 268 1170
InitialComputation 1 269 948
WorkStealingComputation 1 269 1158
InitialComputation 1 270 1234
WorkStealingComputation 1 270 902
InitialComputation 1 271 914
WorkStealingComputation 1 271 1242
InitialComputation 1 272 936
WorkStealingComputation 1 272 1277
InitialComputation 1 273 878
WorkStealingComputation 1 273 1320
InitialComputation 1 274 855
WorkStealingComputation 1 274 1353
InitialComputation 1 275 819
WorkStealingComputation 1 275 1344
InitialComputation 1 276 1009
WorkStealingComputation 1 276 1182
InitialComputation 1 277 1007
WorkStealingComputation 1 277 1144
InitialComputation 1 278 621
WorkStealingComputation 1 278 1563
InitialComputation 1 279 736
WorkStealingComputation 1 279 1387
InitialComputation 2 0 105
WorkStealingComputation 2 0 18998
InitialComputation 2 1 41
WorkStealingComputation 2 1 18471
InitialComputation 2 2 335
WorkStealingComputation 2 2 18741
InitialComputation 2 3 67
WorkStealingComputation 2 3 19010
InitialComputation 2 4 87
WorkStealingComputation 2 4 18996
InitialComputation 2 5 83
WorkStealingComputation 2 5 19005
InitialComputation 2 6 107
WorkStealingComputation 2 6 18817
InitialComputation 2 7 103
WorkStealingComputation 2 7 19018
InitialComputation 2 8 285
WorkStealingComputation 2 8 18829
InitialComputation 2 9 414
WorkStealingComputation 2 9 18494
InitialComputation 2 10 50
WorkStealingComputation 2 10 18989
InitialComputation 2 11 44
WorkStealingComputation 2 11 18432
InitialComputation 2 12 165
WorkStealingComputation 2 12 18737
InitialComputation 2 13 43
WorkStealingComputation 2 13 18853
InitialComputation 2 14 47
WorkStealingComputation 2 14 18430
InitialComputation 2 15 78
WorkStealingComputation 2 15 19002
InitialComputation 2 16 47
WorkStealingComputation 2 16 18454
InitialComputation 2 17 42
WorkStealingComputation 2 17 18842
InitialComputation 2 18 292
WorkStealingComputation 2 18 18790
InitialComputation 2 19 48
WorkStealingComputation 2 19 18458
InitialComputation 2 20 51
WorkStealingComputation 2 20 18940
InitialComputation 2 21 47
WorkStealingComputation 2 21 18428
InitialComputation 2 22 173
WorkStealingComputation 2 22 18720
InitialComputation 2 23 50
WorkStealingComputation 2 23 18845
InitialComputation 2 24 55
WorkStealingComputation 2 24 18420
InitialComputation 2 25 68
WorkStealingComputation 2 25 18995
InitialComputation 2 26 50
WorkStealingComputation 2 26 18414
InitialComputation 2 27 46
WorkStealingComputation 2 27 18869
InitialComputation 2 28 277
WorkStealingComputation 2 28 18782
InitialComputation 2 29 76
WorkStealingComputation 2 29 18397
InitialComputation 2 30 56
WorkStealingComputation 2 30 18992
InitialComputation 2 31 47
WorkStealingComputation 2 31 18366
InitialComputation 2 32 160
WorkStealingComputation 2 32 18720
InitialComputation 2 33 48
WorkStealingComputation 2 33 18847
InitialComputation 2 34 54
WorkStealingComputation 2 34 18457
InitialComputation 2 35 59
WorkStealingComputation 2 35 19021
InitialComputation 2 36 62
WorkStealingComputation 2 36 18459
InitialComputation 2 37 55
WorkStealingComputation 2 37 18866
InitialComputation 2 38 317
WorkStealingComputation 2 38 18782
InitialComputation 2 39 54
WorkStealingComputation 2 39 18483
InitialComputation 2 40 74
WorkStealingComputation 2 40 18963
InitialComputation 2 41 55
WorkStealingComputation 2 41 18388
InitialComputation 2 42 177
WorkStealingComputation 2 42 18728
InitialComputation 2 43 51
WorkStealingComputation 2 43 18481
InitialComputation 2 44 68
WorkStealingComputation 2 44 18421
InitialComputation 2 45 55
WorkStealingComputation 2 45 18985
InitialComputation 2 46 53
WorkStealingComputation 2 46 18374
InitialComputation 2 47 50
WorkStealingComputation 2 47 18870
InitialComputation 2 48 288
WorkStealingComputation 2 48 18823
InitialComputation 2 49 53
WorkStealingComputation 2 49 18421
InitialComputation 2 50 57
WorkStealingComputation 2 50 18927
InitialComputation 2 51 50
WorkStealingComputation 2 51 18400
InitialComputation 2 52 175
WorkStealingComputation 2 52 18715
InitialComputation 2 53 49
WorkStealingComputation 2 53 18852
InitialComputation 2 54 47
WorkStealingComputation 2 54 18461
InitialComputation 2 55 83
WorkStealingComputation 2 55 19018
InitialComputation 2 56 44
WorkStealingComputation 2 56 18445
InitialComputation 2 57 40
WorkStealingComputation 2 57 18883
InitialComputation 2 58 284
WorkStealingComputation 2 58 18826
InitialComputation 2 59 40
WorkStealingComputation 2 59 18468
InitialComputation 2 60 45
WorkStealingComputation 2 60 19029
InitialComputation 2 61 47
WorkStealingComputation 2 61 18380
InitialComputation 2 62 150
WorkStealingComputation 2 62 18715
InitialComputation 2 63 72
WorkStealingComputation 2 63 18436
InitialComputation 2 64 38
WorkStealingComputation 2 64 18440
InitialComputation 2 65 76
WorkStealingComputation 2 65 19024
InitialComputation 2 66 69
WorkStealingComputation 2 66 18383
InitialComputation 2 67 57
WorkStealingComputation 2 67 19026
InitialComputation 2 68 263
WorkStealingComputation 2 68 18827
InitialComputation 2 69 406
WorkStealingComputation 2 69 18495
InitialComputation 2 70 47
WorkStealingComputation 2 70 18945
InitialComputation 2 71 83
WorkStealingComputation 2 71 18333
InitialComputation 2 72 339
WorkStealingComputation 2 72 18730
InitialComputation 2 73 46
WorkStealingComputation 2 73 18486
InitialComputation 2 74 77
WorkStealingComputation 2 74 18996
InitialComputation 2 75 72
WorkStealingComputation 2 75 19027
InitialComputation 2 76 43
WorkStealingComputation 2 76 18382
InitialComputation 2 77 88
WorkStealingComputation 2 77 18961
InitialComputation 2 78 292
WorkStealingComputation 2 78 18807
InitialComputation 2 79 407
WorkStealingComputation 2 79 18495
InitialComputation 2 80 48
WorkStealingComputation 2 80 19022
InitialComputation 2 81 44
WorkStealingComputation 2 81 18452
InitialComputation 2 82 328
WorkStealingComputation 2 82 18746
InitialComputation 2 83 58
WorkStealingComputation 2 83 19004
InitialComputation 2 84 37
WorkStealingComputation 2 84 18872
InitialComputation 2 85 82
WorkStealingComputation 2 85 19025
InitialComputation 2 86 86
WorkStealingComputation 2 86 18816
InitialComputation 2 87 63
WorkStealingComputation 2 87 19019
InitialComputation 2 88 269
WorkStealingComputation 2 88 18823
InitialComputation 2 89 42
WorkStealingComputation 2 89 18498
InitialComputation 2 90 50
WorkStealingComputation 2 90 18995
InitialComputation 2 91 42
WorkStealingComputation 2 91 18472
InitialComputation 2 92 342
WorkStealingComputation 2 92 18722
InitialComputation 2 93 43
WorkStealingComputation 2 93 18854
InitialComputation 2 94 36
WorkStealingComputation 2 94 18486
InitialComputation 2 95 88
WorkStealingComputation 2 95 19019
InitialComputation 2 96 40
WorkStealingComputation 2 96 18482
InitialComputation 2 97 76
WorkStealingComputation 2 97 19010
InitialComputation 2 98 265
WorkStealingComputation 2 98 18824
InitialComputation 2 99 416
WorkStealingComputation 2 99 18486
InitialComputation 2 100 47
WorkStealingComputation 2 100 18988
InitialComputation 2 101 41
WorkStealingComputation 2 101 18431
InitialComputation 2 102 340
WorkStealingComputation 2 102 18710
InitialComputation 2 103 40
WorkStealingComputation 2 103 18863
InitialComputation 2 104 77
WorkStealingComputation 2 104 18997
InitialComputation 2 105 48
WorkStealingComputation 2 105 18996
InitialComputation 2 106 44
WorkStealingComputation 2 106 18445
InitialComputation 2 107 84
WorkStealingComputation 2 107 19021
InitialComputation 2 108 270
WorkStealingComputation 2 108 18825
InitialComputation 2 109 413
WorkStealingComputation 2 109 18490
InitialComputation 2 110 44
WorkStealingComputation 2 110 18982
InitialComputation 2 111 39
WorkStealingComputation 2 111 18475
InitialComputation 2 112 342
WorkStealingComputation 2 112 18723
InitialComputation 2 113 43
WorkStealingComputation 2 113 18860
InitialComputation 2 114 87
WorkStealingComputation 2 114 18987
InitialComputation 2 115 97
WorkStealingComputation 2 115 18983
InitialComputation 2 116 40
WorkStealingComputation 2 116 18434
InitialComputation 2 117 80
WorkStealingComputation 2 117 19026
InitialComputation 2 118 268
WorkStealingComputation 2 118 18821
InitialComputation 2 119 417
WorkStealingComputation 2 119 18503
InitialComputation 2 120 53
WorkStealingComputation 2 120 19010
InitialComputation 2 121 402
WorkStealingComputation 2 121 18465
InitialComputation 2 122 327
WorkStealingComputation 2 122 18739
InitialComputation 2 123 47
WorkStealingComputation 2 123 18855
InitialComputation 2 124 43
WorkStealingComputation 2 124 18497
InitialComputation 2 125 85
WorkStealingComputation 2 125 19000
InitialComputation 2 126 92
WorkStealingComputation 2 126 18826
InitialComputation 2 127 84
WorkStealingComputation 2 127 19021
InitialComputation 2 128 282
WorkStealingComputation 2 128 18819
InitialComputation 2 129 136
WorkStealingComputation 2 129 18340
InitialComputation 2 130 62
WorkStealingComputation 2 130 18991
InitialComputation 2 131 412
WorkStealingComputation 2 131 18475
InitialComputation 2 132 347
WorkStealingComputation 2 132 18721
InitialComputation 2 133 66
WorkStealingComputation 2 133 19020
InitialComputation 2 134 44
WorkStealingComputation 2 134 18496
InitialComputation 2 135 98
WorkStealingComputation 2 135 19020
InitialComputation 2 136 42
WorkStealingComputation 2 136 18404
InitialComputation 2 137 323
WorkStealingComputation 2 137 18777
InitialComputation 2 138 555
WorkStealingComputation 2 138 18553
InitialComputation 2 139 726
WorkStealingComputation 2 139 18206
InitialComputation 2 140 372
WorkStealingComputation 2 140 18713
InitialComputation 2 141 362
WorkStealingComputation 2 141 18101
InitialComputation 2 142 457
WorkStealingComputation 2 142 18457
InitialComputation 2 143 417
WorkStealingComputation 2 143 18670
InitialComputation 2 144 450
WorkStealingComputation 2 144 17993
InitialComputation 2 145 389
WorkStealingComputation 2 145 18715
InitialComputation 2 146 357
WorkStealingComputation 2 146 18196
InitialComputation 2 147 402
WorkStealingComputation 2 147 18693
InitialComputation 2 148 1105
WorkStealingComputation 2 148 17967
InitialComputation 2 149 1241
WorkStealingComputation 2 149 17680
InitialComputation 2 150 1127
WorkStealingComputation 2 150 17995
InitialComputation 2 151 1368
WorkStealingComputation 2 151 17672
InitialComputation 2 152 1277
WorkStealingComputation 2 152 17601
InitialComputation 2 153 871
WorkStealingComputation 2 153 18209
InitialComputation 2 154 1075
WorkStealingComputation 2 154 17445
InitialComputation 2 155 1283
WorkStealingComputation 2 155 17836
InitialComputation 2 156 936
WorkStealingComputation 2 156 17982
InitialComputation 2 157 854
WorkStealingComputation 2 157 18243
InitialComputation 2 158 1290
WorkStealingComputation 2 158 17827
InitialComputation 2 159 1480
WorkStealingComputation 2 159 17607
InitialComputation 2 160 925
WorkStealingComputation 2 160 18157
InitialComputation 2 161 1032
WorkStealingComputation 2 161 17460
InitialComputation 2 162 1471
WorkStealingComputation 2 162 17607
InitialComputation 2 163 1219
WorkStealingComputation 2 163 17862
InitialComputation 2 164 1003
WorkStealingComputation 2 164 18078
InitialComputation 2 165 1250
WorkStealingComputation 2 165 17832
InitialComputation 2 166 1231
WorkStealingComputation 2 166 17689
InitialComputation 2 167 969
WorkStealingComputation 2 167 18114
InitialComputation 2 168 1258
WorkStealingComputation 2 168 17860
InitialComputation 2 169 1340
WorkStealingComputation 2 169 17559
InitialComputation 2 170 877
WorkStealingComputation 2 170 18168
InitialComputation 2 171 931
WorkStealingComputation 2 171 17480
InitialComputation 2 172 1596
WorkStealingComputation 2 172 17475
InitialComputation 2 173 1860
WorkStealingComputation 2 173 17203
InitialComputation 2 174 1177
WorkStealingComputation 2 174 17365
InitialComputation 2 175 1236
WorkStealingComputation 2 175 17866
InitialComputation 2 176 1029
WorkStealingComputation 2 176 17888
InitialComputation 2 177 1036
WorkStealingComputation 2 177 18011
InitialComputation 2 178 1285
WorkStealingComputation 2 178 17825
InitialComputation 2 179 1294
WorkStealingComputation 2 179 17615
InitialComputation 2 180 1233
WorkStealingComputation 2 180 17828
InitialComputation 2 181 1501
WorkStealingComputation 2 181 17539
InitialComputation 2 182 1764
WorkStealingComputation 2 182 17300
InitialComputation 2 183 931
WorkStealingComputation 2 183 18155
InitialComputation 2 184 1047
WorkStealingComputation 2 184 17865
InitialComputation 2 185 1176
WorkStealingComputation 2 185 17920
InitialComputation 2 186 989
WorkStealingComputation 2 186 17562
InitialComputation 2 187 1085
WorkStealingComputation 2 187 18008
InitialComputation 2 188 1252
WorkStealingComputation 2 188 17844
InitialComputation 2 189 1271
WorkStealingComputation 2 189 17274
InitialComputation 2 190 962
WorkStealingComputation 2 190 18147
InitialComputation 2 191 1296
WorkStealingComputation 2 191 17588
InitialComputation 2 192 1626
WorkStealingComputation 2 192 17467
InitialComputation 2 193 1102
WorkStealingComputation 2 193 17802
InitialComputation 2 194 993
WorkStealingComputation 2 194 18067
InitialComputation 2 195 11712
WorkStealingComputation 2 195 7404
InitialComputation 2 196 13895
WorkStealingComputation 2 196 5026
InitialComputation 2 197 15058
WorkStealingComputation 2 197 4053
InitialComputation 2 198 11860
WorkStealingComputation 2 198 7254
InitialComputation 2 199 14848
WorkStealingComputation 2 199 4063
InitialComputation 2 200 12899
WorkStealingComputation 2 200 6183
InitialComputation 2 201 12505
WorkStealingComputation 2 201 5874
InitialComputation 2 202 12288
WorkStealingComputation 2 202 6582
InitialComputation 2 203 13569
WorkStealingComputation 2 203 5511
InitialComputation 2 204 13181
WorkStealingComputation 2 204 5898
InitialComputation 2 205 16066
WorkStealingComputation 2 205 3047
InitialComputation 2 206 15195
WorkStealingComputation 2 206 3889
InitialComputation 2 207 14271
WorkStealingComputation 2 207 4838
InitialComputation 2 208 14281
WorkStealingComputation 2 208 4822
InitialComputation 2 209 14532
WorkStealingComputation 2 209 3975
InitialComputation 2 210 14110
WorkStealingComputation 2 210 4988
InitialComputation 2 211 11944
WorkStealingComputation 2 211 6506
InitialComputation 2 212 13540
WorkStealingComputation 2 212 5537
InitialComputation 2 213 13490
WorkStealingComputation 2 213 5595
InitialComputation 2 214 12971
WorkStealingComputation 2 214 5938
InitialComputation 2 215 14915
WorkStealingComputation 2 215 4200
InitialComputation 2 216 14130
WorkStealingComputation 2 216 4949
InitialComputation 2 217 15798
WorkStealingComputation 2 217 3321
InitialComputation 2 218 14388
WorkStealingComputation 2 218 4724
InitialComputation 2 219 15743
WorkStealingComputation 2 219 3325
InitialComputation 2 220 12699
WorkStealingComputation 2 220 6415
InitialComputation 2 221 15010
WorkStealingComputation 2 221 3867
InitialComputation 2 222 13852
WorkStealingComputation 2 222 5035
InitialComputation 2 223 15979
WorkStealingComputation 2 223 3112
InitialComputation 2 224 15779
WorkStealingComputation 2 224 3309
InitialComputation 2 225 17070
WorkStealingComputation 2 225 2023
InitialComputation 2 226 16732
WorkStealingComputation 2 226 2188
InitialComputation 2 227 16530
WorkStealingComputation 2 227 2578
InitialComputation 2 228 13193
WorkStealingComputation 2 228 5933
InitialComputation 2 229 18095
WorkStealingComputation 2 229 816
InitialComputation 2 230 14047
WorkStealingComputation 2 230 5000
InitialComputation 2 231 16444
WorkStealingComputation 2 231 2436
InitialComputation 2 232 15199
WorkStealingComputation 2 232 3872
InitialComputation 2 233 14384
WorkStealingComputation 2 233 4708
InitialComputation 2 234 16525
WorkStealingComputation 2 234 2559
InitialComputation 2 235 18877
WorkStealingComputation 2 235 232
InitialComputation 2 236 14874
WorkStealingComputation 2 236 4176
InitialComputation 2 237 14683
WorkStealingComputation 2 237 4437
InitialComputation 2 238 17514
WorkStealingComputation 2 238 1608
InitialComputation 2 239 14582
WorkStealingComputation 2 239 4327
InitialComputation 2 240 15621
WorkStealingComputation 2 240 3448
InitialComputation 2 241 15583
WorkStealingComputation 2 241 3299
InitialComputation 2 242 15265
WorkStealingComputation 2 242 3803
InitialComputation 2 243 14906
WorkStealingComputation 2 243 4185
InitialComputation 2 244 11421
WorkStealingComputation 2 244 7673
InitialComputation 2 245 16024
WorkStealingComputation 2 245 3082
InitialComputation 2 246 13376
WorkStealingComputation 2 246 5535
InitialComputation 2 247 13745
WorkStealingComputation 2 247 5293
InitialComputation 2 248 15093
WorkStealingComputation 2 248 4020
InitialComputation 2 249 14370
WorkStealingComputation 2 249 4541
InitialComputation 2 250 13637
WorkStealingComputation 2 250 5438
InitialComputation 2 251 14041
WorkStealingComputation 2 251 4364
InitialComputation 2 252 14367
WorkStealingComputation 2 252 4703
InitialComputation 2 253 12734
WorkStealingComputation 2 253 6330
InitialComputation 2 254 13590
WorkStealingComputation 2 254 5492
InitialComputation 2 255 10102
WorkStealingComputation 2 255 9015
InitialComputation 2 256 11887
WorkStealingComputation 2 256 6593
InitialComputation 2 257 11393
WorkStealingComputation 2 257 7716
InitialComputation 2 258 10547
WorkStealingComputation 2 258 8574
InitialComputation 2 259 12197
WorkStealingComputation 2 259 6871
InitialComputation 2 260 10262
WorkStealingComputation 2 260 8840
InitialComputation 2 261 9353
WorkStealingComputation 2 261 9542
InitialComputation 2 262 7960
WorkStealingComputation 2 262 11134
InitialComputation 2 263 7272
WorkStealingComputation 2 263 11812
InitialComputation 2 264 6753
WorkStealingComputation 2 264 12330
InitialComputation 2 265 7794
WorkStealingComputation 2 265 11294
InitialComputation 2 266 7017
WorkStealingComputation 2 266 11907
InitialComputation 2 267 6509
WorkStealingComputation 2 267 12598
InitialComputation 2 268 6033
WorkStealingComputation 2 268 13089
InitialComputation 2 269 6061
WorkStealingComputation 2 269 12837
InitialComputation 2 270 4717
WorkStealingComputation 2 270 14381
InitialComputation 2 271 4419
WorkStealingComputation 2 271 14486
InitialComputation 2 272 4682
WorkStealingComputation 2 272 14400
InitialComputation 2 273 3403
WorkStealingComputation 2 273 15687
InitialComputation 2 274 3165
WorkStealingComputation 2 274 15921
InitialComputation 2 275 1882
WorkStealingComputation 2 275 17204
InitialComputation 2 276 1484
WorkStealingComputation 2 276 17600
InitialComputation 2 277 1162
WorkStealingComputation 2 277 17934
InitialComputation 2 278 523
WorkStealingComputation 2 278 18582
InitialComputation 2 279 157
WorkStealingComputation 2 279 18379
InitialComputation 3 0 107
WorkStealingComputation 3 0 147068
InitialComputation 3 1 82
WorkStealingComputation 3 1 147141
InitialComputation 3 2 53
WorkStealingComputation 3 2 147183
InitialComputation 3 3 72
WorkStealingComputation 3 3 147138
InitialComputation 3 4 79
WorkStealingComputation 3 4 147153
InitialComputation 3 5 93
WorkStealingComputation 3 5 147151
InitialComputation 3 6 76
WorkStealingComputation 3 6 147136
InitialComputation 3 7 58
WorkStealingComputation 3 7 147126
InitialComputation 3 8 90
WorkStealingComputation 3 8 147134
InitialComputation 3 9 48
WorkStealingComputation 3 9 147176
InitialComputation 3 10 84
WorkStealingComputation 3 10 147072
InitialComputation 3 11 70
WorkStealingComputation 3 11 147147
InitialComputation 3 12 106
WorkStealingComputation 3 12 147081
InitialComputation 3 13 81
WorkStealingComputation 3 13 147060
InitialComputation 3 14 52
WorkStealingComputation 3 14 147131
InitialComputation 3 15 68
WorkStealingComputation 3 15 147114
InitialComputation 3 16 79
WorkStealingComputation 3 16 147128
InitialComputation 3 17 45
WorkStealingComputation 3 17 147122
InitialComputation 3 18 95
WorkStealingComputation 3 18 147083
InitialComputation 3 19 44
WorkStealingComputation 3 19 147130
InitialComputation 3 20 121
WorkStealingComputation 3 20 147078
InitialComputation 3 21 61
WorkStealingComputation 3 21 147179
InitialComputation 3 22 98
WorkStealingComputation 3 22 147113
InitialComputation 3 23 83
WorkStealingComputation 3 23 147058
InitialComputation 3 24 69
WorkStealingComputation 3 24 147113
InitialComputation 3 25 83
WorkStealingComputation 3 25 147116
InitialComputation 3 26 60
WorkStealingComputation 3 26 147112
InitialComputation 3 27 52
WorkStealingComputation 3 27 147114
InitialComputation 3 28 123
WorkStealingComputation 3 28 147103
InitialComputation 3 29 70
WorkStealingComputation 3 29 147091
InitialComputation 3 30 103
WorkStealingComputation 3 30 147080
InitialComputation 3 31 66
WorkStealingComputation 3 31 147136
InitialComputation 3 32 82
WorkStealingComputation 3 32 147147
InitialComputation 3 33 59
WorkStealingComputation 3 33 147081
InitialComputation 3 34 75
WorkStealingComputation 3 34 147133
InitialComputation 3 35 86
WorkStealingComputation 3 35 147108
InitialComputation 3 36 75
WorkStealingComputation 3 36 147107
InitialComputation 3 37 54
WorkStealingComputation 3 37 147132
InitialComputation 3 38 138
WorkStealingComputation 3 38 147108
InitialComputation 3 39 52
WorkStealingComputation 3 39 147138
InitialComputation 3 40 98
WorkStealingComputation 3 40 147002
InitialComputation 3 41 72
WorkStealingComputation 3 41 147129
InitialComputation 3 42 114
WorkStealingComputation 3 42 147082
InitialComputation 3 43 53
WorkStealingComputation 3 43 147089
InitialComputation 3 44 77
WorkStealingComputation 3 44 147121
InitialComputation 3 45 113
WorkStealingComputation 3 45 147104
InitialComputation 3 46 71
WorkStealingComputation 3 46 147113
InitialComputation 3 47 55
WorkStealingComputation 3 47 147128
InitialComputation 3 48 103
WorkStealingComputation 3 48 147064
InitialComputation 3 49 70
WorkStealingComputation 3 49 147106
InitialComputation 3 50 148
WorkStealingComputation 3 50 147047
InitialComputation 3 51 66
WorkStealingComputation 3 51 147122
InitialComputation 3 52 99
WorkStealingComputation 3 52 147081
InitialComputation 3 53 75
WorkStealingComputation 3 53 147055
InitialComputation 3 54 78
WorkStealingComputation 3 54 147144
InitialComputation 3 55 123
WorkStealingComputation 3 55 147071
InitialComputation 3 56 65
WorkStealingComputation 3 56 147139
InitialComputation 3 57 60
WorkStealingComputation 3 57 147126
InitialComputation 3 58 148
WorkStealingComputation 3 58 147096
InitialComputation 3 59 39
WorkStealingComputation 3 59 147138
InitialComputation 3 60 78
WorkStealingComputation 3 60 147088
InitialComputation 3 61 67
WorkStealingComputation 3 61 147140
InitialComputation 3 62 88
WorkStealingComputation 3 62 147134
InitialComputation 3 63 41
WorkStealingComputation 3 63 147126
InitialComputation 3 64 70
WorkStealingComputation 3 64 147155
InitialComputation 3 65 70
WorkStealingComputation 3 65 147040
InitialComputation 3 66 73
WorkStealingComputation 3 66 147141
InitialComputation 3 67 39
WorkStealingComputation 3 67 147098
InitialComputation 3 68 128
WorkStealingComputation 3 68 147093
InitialComputation 3 69 40
WorkStealingComputation 3 69 147171
InitialComputation 3 70 111
WorkStealingComputation 3 70 147094
InitialComputation 3 71 62
WorkStealingComputation 3 71 147163
InitialComputation 3 72 90
WorkStealingComputation 3 72 147087
InitialComputation 3 73 40
WorkStealingComputation 3 73 147118
InitialComputation 3 74 61
WorkStealingComputation 3 74 147152
InitialComputation 3 75 104
WorkStealingComputation 3 75 147138
InitialComputation 3 76 68
WorkStealingComputation 3 76 147106
InitialComputation 3 77 48
WorkStealingComputation 3 77 147124
InitialComputation 3 78 91
WorkStealingComputation 3 78 147099
InitialComputation 3 79 40
WorkStealingComputation 3 79 147142
InitialComputation 3 80 100
WorkStealingComputation 3 80 147043
InitialComputation 3 81 62
WorkStealingComputation 3 81 147131
InitialComputation 3 82 40
WorkStealingComputation 3 82 147175
InitialComputation 3 83 78
